ID;timestamp;phase;block;trial;ID_item;img;training;est;true;rt_ms;response_duration_ms;time_stim_shown;first_input;input_values;input_times;strategy;knowledge;quality;cheated;age;gender;undisturbed;undisturbed_specific;technical_problems;technical_problems_specific;domain
qza2yw7qkddd;2025-04-24;training;2;0;Nutella;Bild54.png;1;34,0;57,0;21420,400000047695;114;511318,300;530976;3, 4;530976, 531176;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;2;1;Rice cake;Bild79.png;1;77,0;77,0;27471,999999952273;129;535196,300;560036;7, 7;560036, 560183;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;2;2;Walnuts;Bild70.png;1;15,0;4,0;31702,699999952340;83;565354,100;591473;1, 5;591473, 593330;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;2;3;Apple turnover;Bild65.png;1;56,0;34,0;9366,499999904656;114;599701,100;607111;5, 6;607111, 607406;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;2;4;Oat flakes;Bild5.png;1;57,0;60,0;5149,599999999977;97;611202,900;614779;5, 7;614779, 615094;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;2;5;Spaghetti;Bild1.png;1;34,0;28,0;4176,599999904633;130;618215,500;620814;3, 4;620814, 621067;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;2;6;Corn;Bild16.png;1;65,0;11,0;3998,900000000023;104;624095,600;626428;6, 5;626428, 627056;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;2;7;Gummy bears;Bild59.png;1;77,0;77,0;3292,199999904609;111;629783,900;631571;7, 7;631571, 632078;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;2;8;Chickpeas;Bild72.png;1;16,0;16,0;8446,000000047730;95;634806,200;640363;1, 6;640363, 642087;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;2;9;Mushrooms;Bild22.png;1;1,0;1,0;3864,900000095367;102;645067,000;647991;1;647991;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;2;10;Chicken;Bild53.png;1;1,0;2,0;7974,599999904633;147;650713,500;655717;1;655717;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;2;11;Chocolate cake;Bild66.png;1;34,0;50,0;3464,800000095391;82;660433,100;662196;3, 4;662196, 662478;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;3;0;Walnuts;Bild70.png;1;45,0;4,0;9345,100000095321;90;666471,300;674239;4, 5;674239, 674514;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;3;1;Chocolate cake;Bild66.png;1;50,0;50,0;7260,299999904586;119;677673,300;678728;NA, 5, 0, NA, NA, NA, NA, NA, 5, 0;678728, 679532, 680070, 681502, 681642, 681783, 681909, 682404, 682971, 683508;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;3;2;Corn;Bild16.png;1;5,0;11,0;40608,899999904679;98;687850,700;726553;5;726553;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;3;3;Apple turnover;Bild65.png;1;57,0;34,0;7484,000000047730;184;733524,700;738046;5, 7;738046, 738329;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;3;4;Chicken;Bild53.png;1;2,0;2,0;4234,399999952293;129;749790,400;752214;2;752214;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;3;5;Oat flakes;Bild5.png;1;50,0;60,0;11070,700000095414;169;756378,200;763258;5, 0;763258, 764196;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;3;6;Nutella;Bild54.png;1;11,0;57,0;6001,399999904679;64;772144,200;776092;1, 1;776092, 776286;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;3;7;Spaghetti;Bild1.png;1;49,0;28,0;4242,099999904633;72;785661,500;787908;4, 9;787908, 788471;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;3;8;Mushrooms;Bild22.png;1;1,0;1,0;3557,300000095391;128;797413,100;799619;1;799619;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;3;9;Rice cake;Bild79.png;1;34,0;77,0;8718,799999952316;128;802810,000;810011;3, 4;810011, 810235;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;3;10;Chickpeas;Bild72.png;1;67,0;16,0;7932,200000047684;67;817335,000;823790;6, 7;823790, 824035;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;3;11;Gummy bears;Bild59.png;1;77,0;77,0;3885,299999952316;112;833875,500;836049;7, 7;836049, 836228;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;4;0;Gummy bears;Bild59.png;1;77,0;77,0;5423,799999952316;114;840705,000;843048;7, 7;843048, 843224;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;4;1;Walnuts;Bild70.png;1;16,0;4,0;7626,900000000023;92;848209,100;852592;1, 6;852592, 853019;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;4;2;Mushrooms;Bild22.png;1;1,0;1,0;3365,600000047707;65;865232,600;867668;1;867668;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;4;3;Spaghetti;Bild1.png;1;28,0;28,0;9543,399999904679;94;870163,200;874531;2, 8;874531, 875280;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;4;4;Chocolate cake;Bild66.png;1;50,0;50,0;6846,599999952363;156;881281,700;883726;5, 0;883726, 884256;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;4;5;Oat flakes;Bild5.png;1;60,0;60,0;5779,400000000023;55;889702,100;894136;6, 0;894136, 894480;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;4;6;Chicken;Bild53.png;1;2,0;2,0;4348,700000095414;136;897705,700;899658;2;899658;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;4;7;Corn;Bild16.png;1;11,0;11,0;4460,199999952340;98;903760,600;907081;1, 1;907081, 907236;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;4;8;Apple turnover;Bild65.png;1;34,0;34,0;11473,100000047709;88;909790,600;919442;3, 4;919442, 919534;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;4;9;Rice cake;Bild79.png;1;77,0;77,0;4412,599999999977;87;923082,900;926391;7, 7;926391, 926572;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;4;10;Chickpeas;Bild72.png;1;16,0;16,0;5094,600000047707;105;933785,100;937241;1, 6;937241, 937788;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;4;11;Nutella;Bild54.png;1;57,0;57,0;5877,699999952340;144;940364,600;944766;5, 7;944766, 945182;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;5;0;Oat flakes;Bild5.png;1;60,0;60,0;5484,199999999953;113;949201,300;953421;6, 0;953421, 953815;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;5;1;Corn;Bild16.png;1;11,0;11,0;6247,200000047684;112;956455,500;960578;1, 1;960578, 960786;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;5;2;Mushrooms;Bild22.png;1;1,0;1,0;2802,199999904609;74;964184,400;966018;1;966018;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;5;3;Walnuts;Bild70.png;1;4,0;4,0;5700,899999904679;121;968590,200;972870;4;972870;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;5;4;Nutella;Bild54.png;1;57,0;57,0;4458,199999904609;25;976302,900;979422;5, 7;979422, 979754;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;5;5;Gummy bears;Bild59.png;1;77,0;77,0;2621,199999999953;78;982482,300;984036;7, 7;984036, 984218;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;5;6;Apple turnover;Bild65.png;1;34,0;34,0;7110,500000047730;106;986563,200;992491;3, 4;992491, 992736;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;5;7;Chocolate cake;Bild66.png;1;50,0;50,0;3079,600000095321;129;995208,300;996636;5, 0;996636, 997032;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;5;8;Spaghetti;Bild1.png;1;28,0;28,0;5248,600000095321;122;999747,300;1003454;2, 8;1003454, 1003951;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;5;9;Rice cake;Bild79.png;1;77,0;77,0;4602,099999952363;96;1006493,700;1009989;7, 7;1009989, 1010163;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;5;10;Chicken;Bild53.png;1;2,0;2,0;2661,199999904609;81;1012789,900;1014233;2;1014233;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;training;5;11;Chickpeas;Bild72.png;1;16,0;16,0;5043,500000000000;81;1016937,500;1019897;1, 6;1019897, 1020840;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;0;Cookies;Bild68.png;0;46,0;58,0;4518,099999952363;116;1174047,700;1177068;4, 6;1177068, 1177543;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;1;Basketball;AC.png;0;999,0;999,0;6153,499999904539;111;1178578,600;1182913;9, 9, 9;1182913, 1183103, 1183245;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;2;Potatoes;Bild12.png;0;90,0;19,0;3760,800000095274;74;1184741,600;1187161;9, 0;1187161, 1187416;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;3;Dextrose;Bild80.png;0;56,0;91,0;4619,500000000000;97;1188514,500;1191824;5, 6;1191824, 1192059;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;4;Chicken;Bild53.png;1;2,0;2,0;2903,100000047591;81;1193145,100;1195066;2;1195066;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;5;Basketball;AC.png;0;999,0;999,0;4244,799999904586;103;1196051,800;1197912;9, 9, 9;1197912, 1198286, 1198503;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;6;Gummy bears;Bild59.png;1;77,0;77,0;3246,600000000093;111;1200299,400;1202534;7, 7;1202534, 1202695;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;7;Chickpeas;Bild72.png;1;16,0;16,0;6027,799999904586;101;1203555,800;1207446;1, 6;1207446, 1208668;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;8;Dried ham;Bild47.png;0;4,0;1,0;3535,300000095274;80;1209594,100;1212120;4;1212120;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;9;Croissant;Bild8.png;0;80,0;47,0;8968,700000047684;93;1213142,000;1215320;8, 0;1215320, 1215606;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;10;Apricot;Bild37.png;0;45,0;9,0;3664,143999952357;104;1222112,156;1224563;4, 5;1224563, 1224798;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;11;Eggplant;Bild78.png;0;4,0;3,0;8099,199999999953;98;1225784,800;1228504;4, 5, NA;1228504, 1228727, 1232344;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;12;Rice cake;Bild79.png;1;77,0;77,0;3770,199999999953;81;1233896,800;1236480;7, 7;1236480, 1236681;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;13;Salmon;Bild51.png;0;1,0;0,0;4368,200000095414;81;1237669,700;1241046;1;1241046;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;14;Chips;Bild63.png;0;77,0;51,0;3668,400000095367;95;1242050,500;1243962;7, 7;1243962, 1244182;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;15;Cucumber;Bild13.png;0;3,0;2,0;3310,600000000093;98;1245723,400;1248019;3;1248019;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;16;Corn;Bild16.png;1;11,0;11,0;4320,099999952363;95;1249038,200;1252316;1, 1;1252316, 1252532;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;17;Pork;Bild52.png;0;34,0;0,0;5410,869999904651;89;1253360,730;1257644;3, 4;1257644, 1257939;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;18;Chocolate cake;Bild66.png;1;50,0;50,0;2969,347999999998;72;1258774,652;1260311;5, 0;1260311, 1260717;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;19;Tuna (canned);Bild49.png;0;4,0;0,0;3078,270000000019;106;1261747,730;1263839;4;1263839;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;20;Mozzarella;Bild44.png;0;65,0;1,0;6047,000000000000;75;1264837,500;1267729;6, 5;1267729, 1268285;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;21;Strawberry;Bild34.png;0;1,0;6,0;3867,099999952363;103;1270893,700;1273281;1;1273281;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;22;Mango;Bild32.png;0;23,0;13,0;2786,600000047591;122;1274765,100;1276349;2, 3;1276349, 1276574;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;23;Oat flakes;Bild5.png;1;60,0;60,0;4760,700000047684;96;1277563,500;1280924;6, 0;1280924, 1281320;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;24;Lentils;Bild24.png;0;34,0;25,0;2969,299999952316;97;1282327,500;1284169;3, 4;1284169, 1284401;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;25;Cherry jam;Bild55.png;0;23,0;55,0;3099,299999904586;106;1285300,800;1287200;2, 3;1287200, 1287410;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;26;Peanuts;Bild69.png;0;56,0;11,0;3888,600000095321;112;1288407,300;1291064;5, 6;1291064, 1291317;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;27;Bread roll;Bild4.png;0;45,0;44,0;17064,899999999907;87;1292305,100;1308036;4, 5;1308036, 1308271;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;28;Yogurt;Bild39.png;0;67,0;6,0;3169,499999904539;122;1309378,600;1311210;6, 7;1311210, 1311434;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;29;Raspberry;Bild35.png;0;4,0;5,0;2566,002000047592;72;1312552,198;1314111;4;1314111;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;30;Curd cheese;Bild40.png;0;34,0;4,0;4457,300000047777;112;1315125,400;1316881;3, 4;1316881, 1317122;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;31;Bread;Bild7.png;0;43,0;43,0;4886,500000000000;110;1319589,500;1323039;4, 3;1323039, 1323468;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;32;Fried egg;Bild17.png;0;23,0;2,0;3837,099999952363;110;1324486,700;1327118;2, 3;1327118, 1327318;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;33;Whipped cream;Bild71.png;0;79,0;3,0;3761,867999904556;126;1328326,232;1330569;7, 9;1330569, 1330893;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;34;Spaghetti;Bild1.png;1;28,0;28,0;6473,500000000000;73;1332099,000;1335927;2, 8;1335927, 1336412;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;35;Banana;Bild26.png;0;67,0;20,0;2945,499999904539;106;1338578,600;1340340;6, 7;1340340, 1340574;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;36;Butter;Bild42.png;0;77,0;1,0;2689,400000047637;117;1341535,300;1342991;7, 7;1342991, 1343162;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;37;Orange;Bild30.png;0;3,0;8,0;2922,899999952409;92;1344225,400;1345997;3;1345997;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;38;Carrots;Bild15.png;0;23,0;7,0;2863,100000047591;95;1347157,100;1348538;2, 3;1348538, 1348774;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;39;Cream cheese;Bild45.png;0;23,0;3,0;3097,833999904571;112;1350022,266;1351924;2, 3;1351924, 1352130;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;40;Cauliflower;Bild21.png;0;56,0;2,0;2992,800000047777;94;1353120,400;1354773;5, 6;1354773, 1355051;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;41;Walnuts;Bild70.png;1;4,0;4,0;4314,300000095274;113;1356118,600;1359235;4;1359235;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;42;Peanut butter;Bild58.png;0;45,0;17,0;3356,702000000048;118;1360433,298;1362606;4, 5;1362606, 1362798;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;43;Vienna sausages;Bild48.png;0;32,0;1,0;3406,134000047576;111;1363789,566;1365658;3, 2;1365658, 1366090;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;44;Pretzel sticks;Bild64.png;0;30,0;72,0;4022,299999952316;98;1367204,000;1369356;3, 0;1369356, 1370220;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;45;Peas;Bild23.png;0;45,0;9,0;4687,136000095401;103;1371226,764;1374720;4, 5;1374720, 1374942;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;46;Mushrooms;Bild22.png;1;1,0;1,0;2835,899999952409;106;1375923,900;1377755;1;1377755;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;47;Gouda cheese;Bild41.png;0;34,0;0,0;3285,699999999953;89;1378772,300;1380803;3, 4;1380803, 1381043;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;48;Radishes;Bild73.png;0;2,0;2,0;3726,699999904726;123;1382070,400;1384079;2;1384079;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;49;Mandarin;Bild31.png;0;12,0;10,0;7160,399999904679;100;1385801,700;1387182;NA, 1, 2, NA, NA, NA, NA, NA, 1, 2;1387182, 1388512, 1388703, 1389961, 1390470, 1390507, 1390552, 1390587, 1391481, 1391694;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;50;French fries;Bild76.png;0;45,0;24,0;3243,934000047622;122;1392964,266;1394887;4, 5;1394887, 1395129;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
qza2yw7qkddd;2025-04-24;testing;NA;51;Ice cream;Bild60.png;0;70,0;19,0;4105,270000095479;104;1396212,630;1398322;7, 0;1398322, 1399276;Just the knowledge I have about those foods contents.;5;yes;no;32;female;yes;NA;no;NA;Food
